2.03225e+0, 6.46289e-41
7.07492e+0, 6.53380e-41
1.42557e+1, 6.39274e-41
3.77567e+1, 6.46289e-41
8.00802e+1, 6.46289e-41
1.75751e+2, 6.39274e-41
2.19469e+2, 6.46289e-41
2.93449e+2, 6.67797e-41
3.85719e+2, 7.12985e-41
4.98412e+2, 8.03921e-41
6.89588e+2, 9.16400e-41
9.22040e+2, 9.89147e-41
1.51343e+3, 1.03328e-40
2.13003e+3, 1.02207e-40
3.49622e+3, 1.02207e-40
5.17947e+3, 1.01097e-40
7.16618e+3, 1.01097e-40
1.15632e+4, 1.00000e-40
1.49416e+4, 9.89147e-41
2.03225e+4, 9.78411e-41
2.76413e+4, 9.36621e-41
3.63326e+4, 8.96616e-41
4.53703e+4, 8.49004e-41
5.56962e+4, 7.78028e-41
6.83722e+4, 6.97593e-41
7.83878e+4, 6.11970e-41
8.98706e+4, 5.31029e-41
1.11271e+5, 4.26906e-41
1.28665e+5, 3.54620e-41
1.50056e+5, 2.81992e-41
1.81086e+5, 2.17017e-41
2.14831e+5, 1.65200e-41
2.54864e+5, 1.28530e-41
3.02357e+5, 9.67792e-42
3.77567e+5, 6.90021e-42
4.40337e+5, 5.13926e-42
5.22392e+5, 3.91216e-42
6.86649e+5, 2.31702e-42
8.14603e+5, 1.61633e-42
9.18109e+5, 1.24390e-42
1.01723e+6, 1.04462e-42
