# m[MeV] , R, Q
3.90694e-02, 3, 5.17947e-05
3.90694e-02, 3, 7.19686e-05
3.90694e-02, 3, 1.00000e-04
5.17947e-02, 3, 1.00000e-11
5.17947e-02, 3, 1.38950e-11
5.17947e-02, 3, 1.93070e-11
5.17947e-02, 3, 2.68270e-11
5.17947e-02, 3, 3.72759e-11
5.17947e-02, 3, 5.17947e-11
5.17947e-02, 3, 7.19686e-11
5.17947e-02, 3, 1.00000e-10
5.17947e-02, 3, 1.38950e-10
5.17947e-02, 3, 1.93070e-10
5.17947e-02, 3, 2.68270e-10
5.17947e-02, 3, 3.72759e-10
5.17947e-02, 3, 5.17947e-10
5.17947e-02, 3, 7.19686e-10
5.17947e-02, 3, 1.00000e-09
5.17947e-02, 3, 1.38950e-09
5.17947e-02, 3, 1.93070e-09
5.17947e-02, 3, 2.68270e-09
5.17947e-02, 3, 3.72759e-09
5.17947e-02, 3, 5.17947e-09
5.17947e-02, 3, 7.19686e-09
5.17947e-02, 3, 1.00000e-08
5.17947e-02, 3, 1.38950e-08
5.17947e-02, 3, 1.93070e-08
5.17947e-02, 3, 2.68270e-08
5.17947e-02, 3, 3.72759e-08
5.17947e-02, 3, 5.17947e-08
5.17947e-02, 3, 7.19686e-08
5.17947e-02, 3, 1.00000e-07
5.17947e-02, 3, 1.38950e-07
5.17947e-02, 3, 1.93070e-07
5.17947e-02, 3, 2.68270e-07
5.17947e-02, 3, 3.72759e-07
5.17947e-02, 3, 5.17947e-07
5.17947e-02, 3, 7.19686e-07
5.17947e-02, 3, 1.00000e-06
5.17947e-02, 3, 1.38950e-06
5.17947e-02, 3, 1.93070e-06
5.17947e-02, 3, 2.68270e-06
5.17947e-02, 3, 3.72759e-06
5.17947e-02, 3, 5.17947e-06
5.17947e-02, 3, 7.19686e-06
5.17947e-02, 3, 1.00000e-05
5.17947e-02, 3, 1.38950e-05
5.17947e-02, 3, 1.93070e-05
5.17947e-02, 3, 2.68270e-05
5.17947e-02, 3, 3.72759e-05
5.17947e-02, 3, 5.17947e-05
5.17947e-02, 3, 7.19686e-05
5.17947e-02, 3, 1.00000e-04
6.86649e-02, 3, 1.00000e-11
6.86649e-02, 3, 1.38950e-11
6.86649e-02, 3, 1.93070e-11
6.86649e-02, 3, 2.68270e-11
6.86649e-02, 3, 3.72759e-11
6.86649e-02, 3, 5.17947e-11
6.86649e-02, 3, 7.19686e-11
6.86649e-02, 3, 1.00000e-10
6.86649e-02, 3, 1.38950e-10
6.86649e-02, 3, 1.93070e-10
6.86649e-02, 3, 2.68270e-10
6.86649e-02, 3, 3.72759e-10
6.86649e-02, 3, 5.17947e-10
6.86649e-02, 3, 7.19686e-10
6.86649e-02, 3, 1.00000e-09
6.86649e-02, 3, 1.38950e-09
6.86649e-02, 3, 1.93070e-09
6.86649e-02, 3, 2.68270e-09
6.86649e-02, 3, 3.72759e-09
6.86649e-02, 3, 5.17947e-09
6.86649e-02, 3, 7.19686e-09
6.86649e-02, 3, 1.00000e-08
6.86649e-02, 3, 1.38950e-08
6.86649e-02, 3, 1.93070e-08
6.86649e-02, 3, 2.68270e-08
6.86649e-02, 3, 3.72759e-08
6.86649e-02, 3, 5.17947e-08
6.86649e-02, 3, 7.19686e-08
6.86649e-02, 3, 1.00000e-07
6.86649e-02, 3, 1.38950e-07
6.86649e-02, 3, 1.93070e-07
6.86649e-02, 3, 2.68270e-07
6.86649e-02, 3, 3.72759e-07
6.86649e-02, 3, 5.17947e-07
6.86649e-02, 3, 7.19686e-07
6.86649e-02, 3, 1.00000e-06
6.86649e-02, 3, 1.38950e-06
6.86649e-02, 3, 1.93070e-06
6.86649e-02, 3, 2.68270e-06
6.86649e-02, 3, 3.72759e-06
6.86649e-02, 3, 5.17947e-06
6.86649e-02, 3, 7.19686e-06
6.86649e-02, 3, 1.00000e-05
6.86649e-02, 3, 1.38950e-05
6.86649e-02, 3, 1.93070e-05
6.86649e-02, 3, 2.68270e-05
6.86649e-02, 3, 3.72759e-05
6.86649e-02, 3, 5.17947e-05
6.86649e-02, 3, 7.19686e-05
6.86649e-02, 3, 1.00000e-04
9.10298e-02, 3, 1.00000e-11
9.10298e-02, 3, 1.38950e-11
9.10298e-02, 3, 1.93070e-11
9.10298e-02, 3, 2.68270e-11
9.10298e-02, 3, 3.72759e-11
9.10298e-02, 3, 5.17947e-11
9.10298e-02, 3, 7.19686e-11
9.10298e-02, 3, 1.00000e-10
9.10298e-02, 3, 1.38950e-10
9.10298e-02, 3, 1.93070e-10
9.10298e-02, 3, 2.68270e-10
9.10298e-02, 3, 3.72759e-10
9.10298e-02, 3, 5.17947e-10
9.10298e-02, 3, 7.19686e-10
9.10298e-02, 3, 1.00000e-09
9.10298e-02, 3, 1.38950e-09
9.10298e-02, 3, 1.93070e-09
9.10298e-02, 3, 2.68270e-09
9.10298e-02, 3, 3.72759e-09
9.10298e-02, 3, 5.17947e-09
9.10298e-02, 3, 7.19686e-09
9.10298e-02, 3, 1.00000e-08
9.10298e-02, 3, 1.38950e-08
9.10298e-02, 3, 1.93070e-08
9.10298e-02, 3, 2.68270e-08
9.10298e-02, 3, 3.72759e-08
9.10298e-02, 3, 5.17947e-08
9.10298e-02, 3, 7.19686e-08
9.10298e-02, 3, 1.00000e-07
9.10298e-02, 3, 1.38950e-07
9.10298e-02, 3, 1.93070e-07
9.10298e-02, 3, 2.68270e-07
9.10298e-02, 3, 3.72759e-07
9.10298e-02, 3, 5.17947e-07
9.10298e-02, 3, 7.19686e-07
9.10298e-02, 3, 1.00000e-06
9.10298e-02, 3, 1.38950e-06
9.10298e-02, 3, 1.93070e-06
9.10298e-02, 3, 2.68270e-06
9.10298e-02, 3, 3.72759e-06
9.10298e-02, 3, 5.17947e-06
9.10298e-02, 3, 7.19686e-06
9.10298e-02, 3, 1.00000e-05
9.10298e-02, 3, 1.38950e-05
9.10298e-02, 3, 1.93070e-05
9.10298e-02, 3, 2.68270e-05
9.10298e-02, 3, 3.72759e-05
9.10298e-02, 3, 5.17947e-05
9.10298e-02, 3, 7.19686e-05
9.10298e-02, 3, 1.00000e-04
1.20679e-01, 3, 1.00000e-11
1.20679e-01, 3, 1.38950e-11
1.20679e-01, 3, 1.93070e-11
1.20679e-01, 3, 2.68270e-11
1.20679e-01, 3, 3.72759e-11
1.20679e-01, 3, 5.17947e-11
1.20679e-01, 3, 7.19686e-11
1.20679e-01, 3, 1.00000e-10
1.20679e-01, 3, 1.38950e-10
1.20679e-01, 3, 1.93070e-10
1.20679e-01, 3, 2.68270e-10
1.20679e-01, 3, 3.72759e-10
1.20679e-01, 3, 5.17947e-10
1.20679e-01, 3, 7.19686e-10
1.20679e-01, 3, 1.00000e-09
1.20679e-01, 3, 1.38950e-09
1.20679e-01, 3, 1.93070e-09
1.20679e-01, 3, 2.68270e-09
1.20679e-01, 3, 3.72759e-09
1.20679e-01, 3, 5.17947e-09
1.20679e-01, 3, 7.19686e-09
1.20679e-01, 3, 1.00000e-08
1.20679e-01, 3, 1.38950e-08
1.20679e-01, 3, 1.93070e-08
1.20679e-01, 3, 2.68270e-08
1.20679e-01, 3, 3.72759e-08
1.20679e-01, 3, 5.17947e-08
1.20679e-01, 3, 7.19686e-08
1.20679e-01, 3, 1.00000e-07
1.20679e-01, 3, 1.38950e-07
1.20679e-01, 3, 1.93070e-07
1.20679e-01, 3, 2.68270e-07
1.20679e-01, 3, 3.72759e-07
1.20679e-01, 3, 5.17947e-07
1.20679e-01, 3, 7.19686e-07
1.20679e-01, 3, 1.00000e-06
1.20679e-01, 3, 1.38950e-06
1.20679e-01, 3, 1.93070e-06
1.20679e-01, 3, 2.68270e-06
1.20679e-01, 3, 3.72759e-06
1.20679e-01, 3, 5.17947e-06
1.20679e-01, 3, 7.19686e-06
1.20679e-01, 3, 1.00000e-05
1.20679e-01, 3, 1.38950e-05
1.20679e-01, 3, 1.93070e-05
1.20679e-01, 3, 2.68270e-05
1.20679e-01, 3, 3.72759e-05
1.20679e-01, 3, 5.17947e-05
1.20679e-01, 3, 7.19686e-05
1.20679e-01, 3, 1.00000e-04
1.59986e-01, 3, 1.00000e-11
1.59986e-01, 3, 1.38950e-11
1.59986e-01, 3, 1.93070e-11
1.59986e-01, 3, 2.68270e-11
1.59986e-01, 3, 3.72759e-11
1.59986e-01, 3, 5.17947e-11
1.59986e-01, 3, 7.19686e-11
1.59986e-01, 3, 1.00000e-10
1.59986e-01, 3, 1.38950e-10
1.59986e-01, 3, 1.93070e-10
1.59986e-01, 3, 2.68270e-10
1.59986e-01, 3, 3.72759e-10
1.59986e-01, 3, 5.17947e-10
1.59986e-01, 3, 7.19686e-10
1.59986e-01, 3, 1.00000e-09
1.59986e-01, 3, 1.38950e-09
1.59986e-01, 3, 1.93070e-09
1.59986e-01, 3, 2.68270e-09
1.59986e-01, 3, 3.72759e-09
1.59986e-01, 3, 5.17947e-09
1.59986e-01, 3, 7.19686e-09
1.59986e-01, 3, 1.00000e-08
1.59986e-01, 3, 1.38950e-08
1.59986e-01, 3, 1.93070e-08
1.59986e-01, 3, 2.68270e-08
1.59986e-01, 3, 3.72759e-08
1.59986e-01, 3, 5.17947e-08
1.59986e-01, 3, 7.19686e-08
1.59986e-01, 3, 1.00000e-07
1.59986e-01, 3, 1.38950e-07
1.59986e-01, 3, 1.93070e-07
1.59986e-01, 3, 2.68270e-07
1.59986e-01, 3, 3.72759e-07
1.59986e-01, 3, 5.17947e-07
1.59986e-01, 3, 7.19686e-07
1.59986e-01, 3, 1.00000e-06
1.59986e-01, 3, 1.38950e-06
1.59986e-01, 3, 1.93070e-06
1.59986e-01, 3, 2.68270e-06
1.59986e-01, 3, 3.72759e-06
1.59986e-01, 3, 5.17947e-06
1.59986e-01, 3, 7.19686e-06
1.59986e-01, 3, 1.00000e-05
1.59986e-01, 3, 1.38950e-05
1.59986e-01, 3, 1.93070e-05
1.59986e-01, 3, 2.68270e-05
1.59986e-01, 3, 3.72759e-05
1.59986e-01, 3, 5.17947e-05
1.59986e-01, 3, 7.19686e-05
1.59986e-01, 3, 1.00000e-04
2.12095e-01, 3, 1.00000e-11
2.12095e-01, 3, 1.38950e-11
2.12095e-01, 3, 1.93070e-11
2.12095e-01, 3, 2.68270e-11
2.12095e-01, 3, 3.72759e-11
2.12095e-01, 3, 5.17947e-11
2.12095e-01, 3, 7.19686e-11
2.12095e-01, 3, 1.00000e-10
2.12095e-01, 3, 1.38950e-10
2.12095e-01, 3, 1.93070e-10
2.12095e-01, 3, 2.68270e-10
2.12095e-01, 3, 3.72759e-10
2.12095e-01, 3, 5.17947e-10
2.12095e-01, 3, 7.19686e-10
2.12095e-01, 3, 1.00000e-09
2.12095e-01, 3, 1.38950e-09
2.12095e-01, 3, 1.93070e-09
2.12095e-01, 3, 2.68270e-09
2.12095e-01, 3, 3.72759e-09
2.12095e-01, 3, 5.17947e-09
2.12095e-01, 3, 7.19686e-09
2.12095e-01, 3, 1.00000e-08
2.12095e-01, 3, 1.38950e-08
2.12095e-01, 3, 1.93070e-08
2.12095e-01, 3, 2.68270e-08
2.12095e-01, 3, 3.72759e-08
2.12095e-01, 3, 5.17947e-08
2.12095e-01, 3, 7.19686e-08
2.12095e-01, 3, 1.00000e-07
2.12095e-01, 3, 1.38950e-07
2.12095e-01, 3, 1.93070e-07
2.12095e-01, 3, 2.68270e-07
2.12095e-01, 3, 3.72759e-07
2.12095e-01, 3, 5.17947e-07
2.12095e-01, 3, 7.19686e-07
2.12095e-01, 3, 1.00000e-06
2.12095e-01, 3, 1.38950e-06
2.12095e-01, 3, 1.93070e-06
2.12095e-01, 3, 2.68270e-06
2.12095e-01, 3, 3.72759e-06
2.12095e-01, 3, 5.17947e-06
2.12095e-01, 3, 7.19686e-06
2.12095e-01, 3, 1.00000e-05
2.12095e-01, 3, 1.38950e-05
2.12095e-01, 3, 1.93070e-05
2.12095e-01, 3, 2.68270e-05
2.12095e-01, 3, 3.72759e-05
2.12095e-01, 3, 5.17947e-05
2.12095e-01, 3, 7.19686e-05
2.12095e-01, 3, 1.00000e-04
2.81177e-01, 3, 1.00000e-11
2.81177e-01, 3, 1.38950e-11
2.81177e-01, 3, 1.93070e-11
2.81177e-01, 3, 2.68270e-11
2.81177e-01, 3, 3.72759e-11
2.81177e-01, 3, 5.17947e-11
2.81177e-01, 3, 7.19686e-11
2.81177e-01, 3, 1.00000e-10
2.81177e-01, 3, 1.38950e-10
2.81177e-01, 3, 1.93070e-10
2.81177e-01, 3, 2.68270e-10
2.81177e-01, 3, 3.72759e-10
2.81177e-01, 3, 5.17947e-10
2.81177e-01, 3, 7.19686e-10
2.81177e-01, 3, 1.00000e-09
2.81177e-01, 3, 1.38950e-09
2.81177e-01, 3, 1.93070e-09
2.81177e-01, 3, 2.68270e-09
2.81177e-01, 3, 3.72759e-09
2.81177e-01, 3, 5.17947e-09
2.81177e-01, 3, 7.19686e-09
2.81177e-01, 3, 1.00000e-08
2.81177e-01, 3, 1.38950e-08
2.81177e-01, 3, 1.93070e-08
2.81177e-01, 3, 2.68270e-08
2.81177e-01, 3, 3.72759e-08
2.81177e-01, 3, 5.17947e-08
2.81177e-01, 3, 7.19686e-08
2.81177e-01, 3, 1.00000e-07
2.81177e-01, 3, 1.38950e-07
2.81177e-01, 3, 1.93070e-07
2.81177e-01, 3, 2.68270e-07
2.81177e-01, 3, 3.72759e-07
2.81177e-01, 3, 5.17947e-07
2.81177e-01, 3, 7.19686e-07
2.81177e-01, 3, 1.00000e-06
2.81177e-01, 3, 1.38950e-06
2.81177e-01, 3, 1.93070e-06
2.81177e-01, 3, 2.68270e-06
2.81177e-01, 3, 3.72759e-06
2.81177e-01, 3, 5.17947e-06
2.81177e-01, 3, 7.19686e-06
2.81177e-01, 3, 1.00000e-05
2.81177e-01, 3, 1.38950e-05
2.81177e-01, 3, 1.93070e-05
2.81177e-01, 3, 2.68270e-05
2.81177e-01, 3, 3.72759e-05
2.81177e-01, 3, 5.17947e-05
2.81177e-01, 3, 7.19686e-05
2.81177e-01, 3, 1.00000e-04
3.72759e-01, 3, 1.00000e-11
3.72759e-01, 3, 1.38950e-11
3.72759e-01, 3, 1.93070e-11
3.72759e-01, 3, 2.68270e-11
3.72759e-01, 3, 3.72759e-11
3.72759e-01, 3, 5.17947e-11
3.72759e-01, 3, 7.19686e-11
3.72759e-01, 3, 1.00000e-10
3.72759e-01, 3, 1.38950e-10
3.72759e-01, 3, 1.93070e-10
3.72759e-01, 3, 2.68270e-10
3.72759e-01, 3, 3.72759e-10
3.72759e-01, 3, 5.17947e-10
3.72759e-01, 3, 7.19686e-10
3.72759e-01, 3, 1.00000e-09
3.72759e-01, 3, 1.38950e-09
3.72759e-01, 3, 1.93070e-09
3.72759e-01, 3, 2.68270e-09
3.72759e-01, 3, 3.72759e-09
3.72759e-01, 3, 5.17947e-09
3.72759e-01, 3, 7.19686e-09
3.72759e-01, 3, 1.00000e-08
3.72759e-01, 3, 1.38950e-08
3.72759e-01, 3, 1.93070e-08
3.72759e-01, 3, 2.68270e-08
3.72759e-01, 3, 3.72759e-08
3.72759e-01, 3, 5.17947e-08
3.72759e-01, 3, 7.19686e-08
3.72759e-01, 3, 1.00000e-07
3.72759e-01, 3, 1.38950e-07
3.72759e-01, 3, 1.93070e-07
3.72759e-01, 3, 2.68270e-07
3.72759e-01, 3, 3.72759e-07
3.72759e-01, 3, 5.17947e-07
3.72759e-01, 3, 7.19686e-07
3.72759e-01, 3, 1.00000e-06
3.72759e-01, 3, 1.38950e-06
3.72759e-01, 3, 1.93070e-06
3.72759e-01, 3, 2.68270e-06
3.72759e-01, 3, 3.72759e-06
3.72759e-01, 3, 5.17947e-06
3.72759e-01, 3, 7.19686e-06
3.72759e-01, 3, 1.00000e-05
3.72759e-01, 3, 1.38950e-05
3.72759e-01, 3, 1.93070e-05
3.72759e-01, 3, 2.68270e-05
3.72759e-01, 3, 3.72759e-05
3.72759e-01, 3, 5.17947e-05
3.72759e-01, 3, 7.19686e-05
3.72759e-01, 3, 1.00000e-04
4.94171e-01, 3, 1.00000e-11
4.94171e-01, 3, 1.38950e-11
4.94171e-01, 3, 1.93070e-11
4.94171e-01, 3, 2.68270e-11
4.94171e-01, 3, 3.72759e-11
4.94171e-01, 3, 5.17947e-11
4.94171e-01, 3, 7.19686e-11
4.94171e-01, 3, 1.00000e-10
4.94171e-01, 3, 1.38950e-10
4.94171e-01, 3, 1.93070e-10
4.94171e-01, 3, 2.68270e-10
4.94171e-01, 3, 3.72759e-10
4.94171e-01, 3, 5.17947e-10
4.94171e-01, 3, 7.19686e-10
4.94171e-01, 3, 1.00000e-09
4.94171e-01, 3, 1.38950e-09
4.94171e-01, 3, 1.93070e-09
4.94171e-01, 3, 2.68270e-09
4.94171e-01, 3, 3.72759e-09
4.94171e-01, 3, 5.17947e-09
4.94171e-01, 3, 7.19686e-09
4.94171e-01, 3, 1.00000e-08
4.94171e-01, 3, 1.38950e-08
4.94171e-01, 3, 1.93070e-08
4.94171e-01, 3, 2.68270e-08
4.94171e-01, 3, 3.72759e-08
4.94171e-01, 3, 5.17947e-08
4.94171e-01, 3, 7.19686e-08
4.94171e-01, 3, 1.00000e-07
4.94171e-01, 3, 1.38950e-07
4.94171e-01, 3, 1.93070e-07
4.94171e-01, 3, 2.68270e-07
4.94171e-01, 3, 3.72759e-07
4.94171e-01, 3, 5.17947e-07
4.94171e-01, 3, 7.19686e-07
4.94171e-01, 3, 1.00000e-06
4.94171e-01, 3, 1.38950e-06
4.94171e-01, 3, 1.93070e-06
4.94171e-01, 3, 2.68270e-06
4.94171e-01, 3, 3.72759e-06
4.94171e-01, 3, 5.17947e-06
4.94171e-01, 3, 7.19686e-06
4.94171e-01, 3, 1.00000e-05
4.94171e-01, 3, 1.38950e-05
4.94171e-01, 3, 1.93070e-05
4.94171e-01, 3, 2.68270e-05
4.94171e-01, 3, 3.72759e-05
4.94171e-01, 3, 5.17947e-05
4.94171e-01, 3, 7.19686e-05
4.94171e-01, 3, 1.00000e-04
6.55129e-01, 3, 1.00000e-11
6.55129e-01, 3, 1.38950e-11
6.55129e-01, 3, 1.93070e-11
6.55129e-01, 3, 2.68270e-11
6.55129e-01, 3, 3.72759e-11
6.55129e-01, 3, 5.17947e-11
6.55129e-01, 3, 7.19686e-11
6.55129e-01, 3, 1.00000e-10
6.55129e-01, 3, 1.38950e-10
6.55129e-01, 3, 1.93070e-10
6.55129e-01, 3, 2.68270e-10
6.55129e-01, 3, 3.72759e-10
6.55129e-01, 3, 5.17947e-10
6.55129e-01, 3, 7.19686e-10
6.55129e-01, 3, 1.00000e-09
6.55129e-01, 3, 1.38950e-09
6.55129e-01, 3, 1.93070e-09
6.55129e-01, 3, 2.68270e-09
6.55129e-01, 3, 3.72759e-09
6.55129e-01, 3, 5.17947e-09
6.55129e-01, 3, 7.19686e-09
6.55129e-01, 3, 1.00000e-08
6.55129e-01, 3, 1.38950e-08
6.55129e-01, 3, 1.93070e-08
6.55129e-01, 3, 2.68270e-08
6.55129e-01, 3, 3.72759e-08
6.55129e-01, 3, 5.17947e-08
6.55129e-01, 3, 7.19686e-08
6.55129e-01, 3, 1.00000e-07
6.55129e-01, 3, 1.38950e-07
6.55129e-01, 3, 1.93070e-07
6.55129e-01, 3, 2.68270e-07
6.55129e-01, 3, 3.72759e-07
6.55129e-01, 3, 5.17947e-07
6.55129e-01, 3, 7.19686e-07
6.55129e-01, 3, 1.00000e-06
6.55129e-01, 3, 1.38950e-06
6.55129e-01, 3, 1.93070e-06
6.55129e-01, 3, 2.68270e-06
6.55129e-01, 3, 3.72759e-06
6.55129e-01, 3, 5.17947e-06
6.55129e-01, 3, 7.19686e-06
6.55129e-01, 3, 1.00000e-05
6.55129e-01, 3, 1.38950e-05
6.55129e-01, 3, 1.93070e-05
6.55129e-01, 3, 2.68270e-05
6.55129e-01, 3, 3.72759e-05
6.55129e-01, 3, 5.17947e-05
6.55129e-01, 3, 7.19686e-05
6.55129e-01, 3, 1.00000e-04
8.68511e-01, 3, 1.00000e-11
8.68511e-01, 3, 1.38950e-11
8.68511e-01, 3, 1.93070e-11
8.68511e-01, 3, 2.68270e-11
8.68511e-01, 3, 3.72759e-11
8.68511e-01, 3, 5.17947e-11
8.68511e-01, 3, 7.19686e-11
8.68511e-01, 3, 1.00000e-10
8.68511e-01, 3, 1.38950e-10
8.68511e-01, 3, 1.93070e-10
8.68511e-01, 3, 2.68270e-10
8.68511e-01, 3, 3.72759e-10
8.68511e-01, 3, 5.17947e-10
8.68511e-01, 3, 7.19686e-10
8.68511e-01, 3, 1.00000e-09
8.68511e-01, 3, 1.38950e-09
8.68511e-01, 3, 1.93070e-09
8.68511e-01, 3, 2.68270e-09
8.68511e-01, 3, 3.72759e-09
8.68511e-01, 3, 5.17947e-09
8.68511e-01, 3, 7.19686e-09
8.68511e-01, 3, 1.00000e-08
8.68511e-01, 3, 1.38950e-08
8.68511e-01, 3, 1.93070e-08
8.68511e-01, 3, 2.68270e-08
8.68511e-01, 3, 3.72759e-08
8.68511e-01, 3, 5.17947e-08
8.68511e-01, 3, 7.19686e-08
8.68511e-01, 3, 1.00000e-07
8.68511e-01, 3, 1.38950e-07
8.68511e-01, 3, 1.93070e-07
8.68511e-01, 3, 2.68270e-07
8.68511e-01, 3, 3.72759e-07
8.68511e-01, 3, 5.17947e-07
8.68511e-01, 3, 7.19686e-07
8.68511e-01, 3, 1.00000e-06
8.68511e-01, 3, 1.38950e-06
8.68511e-01, 3, 1.93070e-06
8.68511e-01, 3, 2.68270e-06
8.68511e-01, 3, 3.72759e-06
8.68511e-01, 3, 5.17947e-06
8.68511e-01, 3, 7.19686e-06
8.68511e-01, 3, 1.00000e-05
8.68511e-01, 3, 1.38950e-05
8.68511e-01, 3, 1.93070e-05
8.68511e-01, 3, 2.68270e-05
8.68511e-01, 3, 3.72759e-05
8.68511e-01, 3, 5.17947e-05
8.68511e-01, 3, 7.19686e-05
8.68511e-01, 3, 1.00000e-04
1.15140e+00, 3, 1.00000e-11
1.15140e+00, 3, 1.38950e-11
1.15140e+00, 3, 1.93070e-11
1.15140e+00, 3, 2.68270e-11
1.15140e+00, 3, 3.72759e-11
1.15140e+00, 3, 5.17947e-11
1.15140e+00, 3, 7.19686e-11
1.15140e+00, 3, 1.00000e-10
1.15140e+00, 3, 1.38950e-10
1.15140e+00, 3, 1.93070e-10
1.15140e+00, 3, 2.68270e-10
1.15140e+00, 3, 3.72759e-10
1.15140e+00, 3, 5.17947e-10
1.15140e+00, 3, 7.19686e-10
1.15140e+00, 3, 1.00000e-09
1.15140e+00, 3, 1.38950e-09
1.15140e+00, 3, 1.93070e-09
1.15140e+00, 3, 2.68270e-09
1.15140e+00, 3, 3.72759e-09
1.15140e+00, 3, 5.17947e-09
1.15140e+00, 3, 7.19686e-09
1.15140e+00, 3, 1.00000e-08
1.15140e+00, 3, 1.38950e-08
1.15140e+00, 3, 1.93070e-08
1.15140e+00, 3, 2.68270e-08
1.15140e+00, 3, 3.72759e-08
1.15140e+00, 3, 5.17947e-08
1.15140e+00, 3, 7.19686e-08
1.15140e+00, 3, 1.00000e-07
1.15140e+00, 3, 1.38950e-07
1.15140e+00, 3, 1.93070e-07
1.15140e+00, 3, 2.68270e-07
1.15140e+00, 3, 3.72759e-07
1.15140e+00, 3, 5.17947e-07
1.15140e+00, 3, 7.19686e-07
1.15140e+00, 3, 1.00000e-06
1.15140e+00, 3, 1.38950e-06
1.15140e+00, 3, 1.93070e-06
1.15140e+00, 3, 2.68270e-06
1.15140e+00, 3, 3.72759e-06
1.15140e+00, 3, 5.17947e-06
1.15140e+00, 3, 7.19686e-06
1.15140e+00, 3, 1.00000e-05
1.15140e+00, 3, 1.38950e-05
1.15140e+00, 3, 1.93070e-05
1.15140e+00, 3, 2.68270e-05
1.15140e+00, 3, 3.72759e-05
1.15140e+00, 3, 5.17947e-05
1.15140e+00, 3, 7.19686e-05
1.15140e+00, 3, 1.00000e-04
1.52642e+00, 3, 1.00000e-11
1.52642e+00, 3, 1.38950e-11
1.52642e+00, 3, 1.93070e-11
1.52642e+00, 3, 2.68270e-11
1.52642e+00, 3, 3.72759e-11
1.52642e+00, 3, 5.17947e-11
1.52642e+00, 3, 7.19686e-11
1.52642e+00, 3, 1.00000e-10
1.52642e+00, 3, 1.38950e-10
1.52642e+00, 3, 1.93070e-10
1.52642e+00, 3, 2.68270e-10
1.52642e+00, 3, 3.72759e-10
1.52642e+00, 3, 5.17947e-10
1.52642e+00, 3, 7.19686e-10
1.52642e+00, 3, 1.00000e-09
1.52642e+00, 3, 1.38950e-09
1.52642e+00, 3, 1.93070e-09
1.52642e+00, 3, 2.68270e-09
1.52642e+00, 3, 3.72759e-09
1.52642e+00, 3, 5.17947e-09
1.52642e+00, 3, 7.19686e-09
1.52642e+00, 3, 1.00000e-08
1.52642e+00, 3, 1.38950e-08
1.52642e+00, 3, 1.93070e-08
1.52642e+00, 3, 2.68270e-08
1.52642e+00, 3, 3.72759e-08
1.52642e+00, 3, 5.17947e-08
1.52642e+00, 3, 7.19686e-08
1.52642e+00, 3, 1.00000e-07
1.52642e+00, 3, 1.38950e-07
1.52642e+00, 3, 1.93070e-07
1.52642e+00, 3, 2.68270e-07
1.52642e+00, 3, 3.72759e-07
1.52642e+00, 3, 5.17947e-07
1.52642e+00, 3, 7.19686e-07
1.52642e+00, 3, 1.00000e-06
1.52642e+00, 3, 1.38950e-06
1.52642e+00, 3, 1.93070e-06
1.52642e+00, 3, 2.68270e-06
1.52642e+00, 3, 3.72759e-06
1.52642e+00, 3, 5.17947e-06
1.52642e+00, 3, 7.19686e-06
1.52642e+00, 3, 1.00000e-05
1.52642e+00, 3, 1.38950e-05
1.52642e+00, 3, 1.93070e-05
1.52642e+00, 3, 2.68270e-05
1.52642e+00, 3, 3.72759e-05
1.52642e+00, 3, 5.17947e-05
1.52642e+00, 3, 7.19686e-05
1.52642e+00, 3, 1.00000e-04
2.02359e+00, 3, 1.00000e-11
2.02359e+00, 3, 1.38950e-11
2.02359e+00, 3, 1.93070e-11
2.02359e+00, 3, 2.68270e-11
2.02359e+00, 3, 3.72759e-11
2.02359e+00, 3, 5.17947e-11
2.02359e+00, 3, 7.19686e-11
2.02359e+00, 3, 1.00000e-10
2.02359e+00, 3, 1.38950e-10
2.02359e+00, 3, 1.93070e-10
2.02359e+00, 3, 2.68270e-10
2.02359e+00, 3, 3.72759e-10
2.02359e+00, 3, 5.17947e-10
2.02359e+00, 3, 7.19686e-10
2.02359e+00, 3, 1.00000e-09
2.02359e+00, 3, 1.38950e-09
2.02359e+00, 3, 1.93070e-09
2.02359e+00, 3, 2.68270e-09
2.02359e+00, 3, 3.72759e-09
2.02359e+00, 3, 5.17947e-09
2.02359e+00, 3, 7.19686e-09
2.02359e+00, 3, 1.00000e-08
2.02359e+00, 3, 1.38950e-08
2.02359e+00, 3, 1.93070e-08
2.02359e+00, 3, 2.68270e-08
2.02359e+00, 3, 3.72759e-08
2.02359e+00, 3, 5.17947e-08
2.02359e+00, 3, 7.19686e-08
2.02359e+00, 3, 1.00000e-07
2.02359e+00, 3, 1.38950e-07
2.02359e+00, 3, 1.93070e-07
2.02359e+00, 3, 2.68270e-07
2.02359e+00, 3, 3.72759e-07
2.02359e+00, 3, 5.17947e-07
2.02359e+00, 3, 7.19686e-07
2.02359e+00, 3, 1.00000e-06
2.02359e+00, 3, 1.38950e-06
2.02359e+00, 3, 1.93070e-06
2.02359e+00, 3, 2.68270e-06
2.02359e+00, 3, 3.72759e-06
2.02359e+00, 3, 5.17947e-06
2.02359e+00, 3, 7.19686e-06
2.02359e+00, 3, 1.00000e-05
2.02359e+00, 3, 1.38950e-05
2.02359e+00, 3, 1.93070e-05
2.02359e+00, 3, 2.68270e-05
