# m[MeV] , R, Q
1.04811e+02, 3, 2.68270e-05
1.04811e+02, 3, 3.72759e-05
1.04811e+02, 3, 5.17947e-05
1.04811e+02, 3, 7.19686e-05
1.04811e+02, 3, 1.00000e-04
1.38950e+02, 3, 1.00000e-11
1.38950e+02, 3, 1.38950e-11
1.38950e+02, 3, 1.93070e-11
1.38950e+02, 3, 2.68270e-11
1.38950e+02, 3, 3.72759e-11
1.38950e+02, 3, 5.17947e-11
1.38950e+02, 3, 7.19686e-11
1.38950e+02, 3, 1.00000e-10
1.38950e+02, 3, 1.38950e-10
1.38950e+02, 3, 1.93070e-10
1.38950e+02, 3, 2.68270e-10
1.38950e+02, 3, 3.72759e-10
1.38950e+02, 3, 5.17947e-10
1.38950e+02, 3, 7.19686e-10
1.38950e+02, 3, 1.00000e-09
1.38950e+02, 3, 1.38950e-09
1.38950e+02, 3, 1.93070e-09
1.38950e+02, 3, 2.68270e-09
1.38950e+02, 3, 3.72759e-09
1.38950e+02, 3, 5.17947e-09
1.38950e+02, 3, 7.19686e-09
1.38950e+02, 3, 1.00000e-08
1.38950e+02, 3, 1.38950e-08
1.38950e+02, 3, 1.93070e-08
1.38950e+02, 3, 2.68270e-08
1.38950e+02, 3, 3.72759e-08
1.38950e+02, 3, 5.17947e-08
1.38950e+02, 3, 7.19686e-08
1.38950e+02, 3, 1.00000e-07
1.38950e+02, 3, 1.38950e-07
1.38950e+02, 3, 1.93070e-07
1.38950e+02, 3, 2.68270e-07
1.38950e+02, 3, 3.72759e-07
1.38950e+02, 3, 5.17947e-07
1.38950e+02, 3, 7.19686e-07
1.38950e+02, 3, 1.00000e-06
1.38950e+02, 3, 1.38950e-06
1.38950e+02, 3, 1.93070e-06
1.38950e+02, 3, 2.68270e-06
1.38950e+02, 3, 3.72759e-06
1.38950e+02, 3, 5.17947e-06
1.38950e+02, 3, 7.19686e-06
1.38950e+02, 3, 1.00000e-05
1.38950e+02, 3, 1.38950e-05
1.38950e+02, 3, 1.93070e-05
1.38950e+02, 3, 2.68270e-05
1.38950e+02, 3, 3.72759e-05
1.38950e+02, 3, 5.17947e-05
1.38950e+02, 3, 7.19686e-05
1.38950e+02, 3, 1.00000e-04
1.84207e+02, 3, 1.00000e-11
1.84207e+02, 3, 1.38950e-11
1.84207e+02, 3, 1.93070e-11
1.84207e+02, 3, 2.68270e-11
1.84207e+02, 3, 3.72759e-11
1.84207e+02, 3, 5.17947e-11
1.84207e+02, 3, 7.19686e-11
1.84207e+02, 3, 1.00000e-10
1.84207e+02, 3, 1.38950e-10
1.84207e+02, 3, 1.93070e-10
1.84207e+02, 3, 2.68270e-10
1.84207e+02, 3, 3.72759e-10
1.84207e+02, 3, 5.17947e-10
1.84207e+02, 3, 7.19686e-10
1.84207e+02, 3, 1.00000e-09
1.84207e+02, 3, 1.38950e-09
1.84207e+02, 3, 1.93070e-09
1.84207e+02, 3, 2.68270e-09
1.84207e+02, 3, 3.72759e-09
1.84207e+02, 3, 5.17947e-09
1.84207e+02, 3, 7.19686e-09
1.84207e+02, 3, 1.00000e-08
1.84207e+02, 3, 1.38950e-08
1.84207e+02, 3, 1.93070e-08
1.84207e+02, 3, 2.68270e-08
1.84207e+02, 3, 3.72759e-08
1.84207e+02, 3, 5.17947e-08
1.84207e+02, 3, 7.19686e-08
1.84207e+02, 3, 1.00000e-07
1.84207e+02, 3, 1.38950e-07
1.84207e+02, 3, 1.93070e-07
1.84207e+02, 3, 2.68270e-07
1.84207e+02, 3, 3.72759e-07
1.84207e+02, 3, 5.17947e-07
1.84207e+02, 3, 7.19686e-07
1.84207e+02, 3, 1.00000e-06
1.84207e+02, 3, 1.38950e-06
1.84207e+02, 3, 1.93070e-06
1.84207e+02, 3, 2.68270e-06
1.84207e+02, 3, 3.72759e-06
1.84207e+02, 3, 5.17947e-06
1.84207e+02, 3, 7.19686e-06
1.84207e+02, 3, 1.00000e-05
1.84207e+02, 3, 1.38950e-05
1.84207e+02, 3, 1.93070e-05
1.84207e+02, 3, 2.68270e-05
1.84207e+02, 3, 3.72759e-05
1.84207e+02, 3, 5.17947e-05
1.84207e+02, 3, 7.19686e-05
1.84207e+02, 3, 1.00000e-04
2.44205e+02, 3, 1.00000e-11
2.44205e+02, 3, 1.38950e-11
2.44205e+02, 3, 1.93070e-11
2.44205e+02, 3, 2.68270e-11
2.44205e+02, 3, 3.72759e-11
2.44205e+02, 3, 5.17947e-11
2.44205e+02, 3, 7.19686e-11
2.44205e+02, 3, 1.00000e-10
2.44205e+02, 3, 1.38950e-10
2.44205e+02, 3, 1.93070e-10
2.44205e+02, 3, 2.68270e-10
2.44205e+02, 3, 3.72759e-10
2.44205e+02, 3, 5.17947e-10
2.44205e+02, 3, 7.19686e-10
2.44205e+02, 3, 1.00000e-09
2.44205e+02, 3, 1.38950e-09
2.44205e+02, 3, 1.93070e-09
2.44205e+02, 3, 2.68270e-09
2.44205e+02, 3, 3.72759e-09
2.44205e+02, 3, 5.17947e-09
2.44205e+02, 3, 7.19686e-09
2.44205e+02, 3, 1.00000e-08
2.44205e+02, 3, 1.38950e-08
2.44205e+02, 3, 1.93070e-08
2.44205e+02, 3, 2.68270e-08
2.44205e+02, 3, 3.72759e-08
2.44205e+02, 3, 5.17947e-08
2.44205e+02, 3, 7.19686e-08
2.44205e+02, 3, 1.00000e-07
2.44205e+02, 3, 1.38950e-07
2.44205e+02, 3, 1.93070e-07
2.44205e+02, 3, 2.68270e-07
2.44205e+02, 3, 3.72759e-07
2.44205e+02, 3, 5.17947e-07
2.44205e+02, 3, 7.19686e-07
2.44205e+02, 3, 1.00000e-06
2.44205e+02, 3, 1.38950e-06
2.44205e+02, 3, 1.93070e-06
2.44205e+02, 3, 2.68270e-06
2.44205e+02, 3, 3.72759e-06
2.44205e+02, 3, 5.17947e-06
2.44205e+02, 3, 7.19686e-06
2.44205e+02, 3, 1.00000e-05
2.44205e+02, 3, 1.38950e-05
2.44205e+02, 3, 1.93070e-05
2.44205e+02, 3, 2.68270e-05
2.44205e+02, 3, 3.72759e-05
2.44205e+02, 3, 5.17947e-05
2.44205e+02, 3, 7.19686e-05
2.44205e+02, 3, 1.00000e-04
3.23746e+02, 3, 1.00000e-11
3.23746e+02, 3, 1.38950e-11
3.23746e+02, 3, 1.93070e-11
3.23746e+02, 3, 2.68270e-11
3.23746e+02, 3, 3.72759e-11
3.23746e+02, 3, 5.17947e-11
3.23746e+02, 3, 7.19686e-11
3.23746e+02, 3, 1.00000e-10
3.23746e+02, 3, 1.38950e-10
3.23746e+02, 3, 1.93070e-10
3.23746e+02, 3, 2.68270e-10
3.23746e+02, 3, 3.72759e-10
3.23746e+02, 3, 5.17947e-10
3.23746e+02, 3, 7.19686e-10
3.23746e+02, 3, 1.00000e-09
3.23746e+02, 3, 1.38950e-09
3.23746e+02, 3, 1.93070e-09
3.23746e+02, 3, 2.68270e-09
3.23746e+02, 3, 3.72759e-09
3.23746e+02, 3, 5.17947e-09
3.23746e+02, 3, 7.19686e-09
3.23746e+02, 3, 1.00000e-08
3.23746e+02, 3, 1.38950e-08
3.23746e+02, 3, 1.93070e-08
3.23746e+02, 3, 2.68270e-08
3.23746e+02, 3, 3.72759e-08
3.23746e+02, 3, 5.17947e-08
3.23746e+02, 3, 7.19686e-08
3.23746e+02, 3, 1.00000e-07
3.23746e+02, 3, 1.38950e-07
3.23746e+02, 3, 1.93070e-07
3.23746e+02, 3, 2.68270e-07
3.23746e+02, 3, 3.72759e-07
3.23746e+02, 3, 5.17947e-07
3.23746e+02, 3, 7.19686e-07
3.23746e+02, 3, 1.00000e-06
3.23746e+02, 3, 1.38950e-06
3.23746e+02, 3, 1.93070e-06
3.23746e+02, 3, 2.68270e-06
3.23746e+02, 3, 3.72759e-06
3.23746e+02, 3, 5.17947e-06
3.23746e+02, 3, 7.19686e-06
3.23746e+02, 3, 1.00000e-05
3.23746e+02, 3, 1.38950e-05
3.23746e+02, 3, 1.93070e-05
3.23746e+02, 3, 2.68270e-05
3.23746e+02, 3, 3.72759e-05
3.23746e+02, 3, 5.17947e-05
3.23746e+02, 3, 7.19686e-05
3.23746e+02, 3, 1.00000e-04
4.29193e+02, 3, 1.00000e-11
4.29193e+02, 3, 1.38950e-11
4.29193e+02, 3, 1.93070e-11
4.29193e+02, 3, 2.68270e-11
4.29193e+02, 3, 3.72759e-11
4.29193e+02, 3, 5.17947e-11
4.29193e+02, 3, 7.19686e-11
4.29193e+02, 3, 1.00000e-10
4.29193e+02, 3, 1.38950e-10
4.29193e+02, 3, 1.93070e-10
4.29193e+02, 3, 2.68270e-10
4.29193e+02, 3, 3.72759e-10
4.29193e+02, 3, 5.17947e-10
4.29193e+02, 3, 7.19686e-10
4.29193e+02, 3, 1.00000e-09
4.29193e+02, 3, 1.38950e-09
4.29193e+02, 3, 1.93070e-09
4.29193e+02, 3, 2.68270e-09
4.29193e+02, 3, 3.72759e-09
4.29193e+02, 3, 5.17947e-09
4.29193e+02, 3, 7.19686e-09
4.29193e+02, 3, 1.00000e-08
4.29193e+02, 3, 1.38950e-08
4.29193e+02, 3, 1.93070e-08
4.29193e+02, 3, 2.68270e-08
4.29193e+02, 3, 3.72759e-08
4.29193e+02, 3, 5.17947e-08
4.29193e+02, 3, 7.19686e-08
4.29193e+02, 3, 1.00000e-07
4.29193e+02, 3, 1.38950e-07
4.29193e+02, 3, 1.93070e-07
4.29193e+02, 3, 2.68270e-07
4.29193e+02, 3, 3.72759e-07
4.29193e+02, 3, 5.17947e-07
4.29193e+02, 3, 7.19686e-07
4.29193e+02, 3, 1.00000e-06
4.29193e+02, 3, 1.38950e-06
4.29193e+02, 3, 1.93070e-06
4.29193e+02, 3, 2.68270e-06
4.29193e+02, 3, 3.72759e-06
4.29193e+02, 3, 5.17947e-06
4.29193e+02, 3, 7.19686e-06
4.29193e+02, 3, 1.00000e-05
4.29193e+02, 3, 1.38950e-05
4.29193e+02, 3, 1.93070e-05
4.29193e+02, 3, 2.68270e-05
4.29193e+02, 3, 3.72759e-05
4.29193e+02, 3, 5.17947e-05
4.29193e+02, 3, 7.19686e-05
4.29193e+02, 3, 1.00000e-04
5.68987e+02, 3, 1.00000e-11
5.68987e+02, 3, 1.38950e-11
5.68987e+02, 3, 1.93070e-11
5.68987e+02, 3, 2.68270e-11
5.68987e+02, 3, 3.72759e-11
5.68987e+02, 3, 5.17947e-11
5.68987e+02, 3, 7.19686e-11
5.68987e+02, 3, 1.00000e-10
5.68987e+02, 3, 1.38950e-10
5.68987e+02, 3, 1.93070e-10
5.68987e+02, 3, 2.68270e-10
5.68987e+02, 3, 3.72759e-10
5.68987e+02, 3, 5.17947e-10
5.68987e+02, 3, 7.19686e-10
5.68987e+02, 3, 1.00000e-09
5.68987e+02, 3, 1.38950e-09
5.68987e+02, 3, 1.93070e-09
5.68987e+02, 3, 2.68270e-09
5.68987e+02, 3, 3.72759e-09
5.68987e+02, 3, 5.17947e-09
5.68987e+02, 3, 7.19686e-09
5.68987e+02, 3, 1.00000e-08
5.68987e+02, 3, 1.38950e-08
5.68987e+02, 3, 1.93070e-08
5.68987e+02, 3, 2.68270e-08
5.68987e+02, 3, 3.72759e-08
5.68987e+02, 3, 5.17947e-08
5.68987e+02, 3, 7.19686e-08
5.68987e+02, 3, 1.00000e-07
5.68987e+02, 3, 1.38950e-07
5.68987e+02, 3, 1.93070e-07
5.68987e+02, 3, 2.68270e-07
5.68987e+02, 3, 3.72759e-07
5.68987e+02, 3, 5.17947e-07
5.68987e+02, 3, 7.19686e-07
5.68987e+02, 3, 1.00000e-06
5.68987e+02, 3, 1.38950e-06
5.68987e+02, 3, 1.93070e-06
5.68987e+02, 3, 2.68270e-06
5.68987e+02, 3, 3.72759e-06
5.68987e+02, 3, 5.17947e-06
5.68987e+02, 3, 7.19686e-06
5.68987e+02, 3, 1.00000e-05
5.68987e+02, 3, 1.38950e-05
5.68987e+02, 3, 1.93070e-05
5.68987e+02, 3, 2.68270e-05
5.68987e+02, 3, 3.72759e-05
5.68987e+02, 3, 5.17947e-05
5.68987e+02, 3, 7.19686e-05
5.68987e+02, 3, 1.00000e-04
7.54312e+02, 3, 1.00000e-11
7.54312e+02, 3, 1.38950e-11
7.54312e+02, 3, 1.93070e-11
7.54312e+02, 3, 2.68270e-11
7.54312e+02, 3, 3.72759e-11
7.54312e+02, 3, 5.17947e-11
7.54312e+02, 3, 7.19686e-11
7.54312e+02, 3, 1.00000e-10
7.54312e+02, 3, 1.38950e-10
7.54312e+02, 3, 1.93070e-10
7.54312e+02, 3, 2.68270e-10
7.54312e+02, 3, 3.72759e-10
7.54312e+02, 3, 5.17947e-10
7.54312e+02, 3, 7.19686e-10
7.54312e+02, 3, 1.00000e-09
7.54312e+02, 3, 1.38950e-09
7.54312e+02, 3, 1.93070e-09
7.54312e+02, 3, 2.68270e-09
7.54312e+02, 3, 3.72759e-09
7.54312e+02, 3, 5.17947e-09
7.54312e+02, 3, 7.19686e-09
7.54312e+02, 3, 1.00000e-08
7.54312e+02, 3, 1.38950e-08
7.54312e+02, 3, 1.93070e-08
7.54312e+02, 3, 2.68270e-08
7.54312e+02, 3, 3.72759e-08
7.54312e+02, 3, 5.17947e-08
7.54312e+02, 3, 7.19686e-08
7.54312e+02, 3, 1.00000e-07
7.54312e+02, 3, 1.38950e-07
7.54312e+02, 3, 1.93070e-07
7.54312e+02, 3, 2.68270e-07
7.54312e+02, 3, 3.72759e-07
7.54312e+02, 3, 5.17947e-07
7.54312e+02, 3, 7.19686e-07
7.54312e+02, 3, 1.00000e-06
7.54312e+02, 3, 1.38950e-06
7.54312e+02, 3, 1.93070e-06
7.54312e+02, 3, 2.68270e-06
7.54312e+02, 3, 3.72759e-06
7.54312e+02, 3, 5.17947e-06
7.54312e+02, 3, 7.19686e-06
7.54312e+02, 3, 1.00000e-05
7.54312e+02, 3, 1.38950e-05
7.54312e+02, 3, 1.93070e-05
7.54312e+02, 3, 2.68270e-05
7.54312e+02, 3, 3.72759e-05
7.54312e+02, 3, 5.17947e-05
7.54312e+02, 3, 7.19686e-05
7.54312e+02, 3, 1.00000e-04
1.00000e+03, 3, 1.00000e-11
1.00000e+03, 3, 1.38950e-11
1.00000e+03, 3, 1.93070e-11
1.00000e+03, 3, 2.68270e-11
1.00000e+03, 3, 3.72759e-11
1.00000e+03, 3, 5.17947e-11
1.00000e+03, 3, 7.19686e-11
1.00000e+03, 3, 1.00000e-10
1.00000e+03, 3, 1.38950e-10
1.00000e+03, 3, 1.93070e-10
1.00000e+03, 3, 2.68270e-10
1.00000e+03, 3, 3.72759e-10
1.00000e+03, 3, 5.17947e-10
1.00000e+03, 3, 7.19686e-10
1.00000e+03, 3, 1.00000e-09
1.00000e+03, 3, 1.38950e-09
1.00000e+03, 3, 1.93070e-09
1.00000e+03, 3, 2.68270e-09
1.00000e+03, 3, 3.72759e-09
1.00000e+03, 3, 5.17947e-09
1.00000e+03, 3, 7.19686e-09
1.00000e+03, 3, 1.00000e-08
1.00000e+03, 3, 1.38950e-08
1.00000e+03, 3, 1.93070e-08
1.00000e+03, 3, 2.68270e-08
1.00000e+03, 3, 3.72759e-08
1.00000e+03, 3, 5.17947e-08
1.00000e+03, 3, 7.19686e-08
1.00000e+03, 3, 1.00000e-07
1.00000e+03, 3, 1.38950e-07
1.00000e+03, 3, 1.93070e-07
1.00000e+03, 3, 2.68270e-07
1.00000e+03, 3, 3.72759e-07
1.00000e+03, 3, 5.17947e-07
1.00000e+03, 3, 7.19686e-07
1.00000e+03, 3, 1.00000e-06
1.00000e+03, 3, 1.38950e-06
1.00000e+03, 3, 1.93070e-06
1.00000e+03, 3, 2.68270e-06
1.00000e+03, 3, 3.72759e-06
1.00000e+03, 3, 5.17947e-06
1.00000e+03, 3, 7.19686e-06
1.00000e+03, 3, 1.00000e-05
1.00000e+03, 3, 1.38950e-05
1.00000e+03, 3, 1.93070e-05
1.00000e+03, 3, 2.68270e-05
1.00000e+03, 3, 3.72759e-05
1.00000e+03, 3, 5.17947e-05
1.00000e+03, 3, 7.19686e-05
1.00000e+03, 3, 1.00000e-04
